age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
53,Business,84824,839,202895,Yes,Personal Need,654021,4,Yes,Gold,654021,Partial
25,Salaried,20258,604,1089969,No,Small Business Support,97626,15,Yes,Gold,97626,Partial
37,Business,41931,514,322015,No,Education Fees,108360,10,No,Gold,108360,Partial
61,Business,48891,576,368966,No,Education Fees,56285,4,No,Gold,56285,Partial
32,Business,20648,807,755343,No,Small Business Support,409038,15,No,Gold,368817,Partial
49,Business,33379,690,193372,Yes,Personal Need,175345,3,No,Gold,22270,Rejected
61,Freelancer,45321,865,83603,Yes,Small Business Support,181046,12,Yes,Gold,181046,Partial
47,Freelancer,83884,835,757031,No,Small Business Support,424007,8,Yes,Gold,424007,Approved
41,Business,105966,850,604161,No,Medical Emergency,372744,3,No,Gold,372744,Approved
24,Freelancer,21987,681,319916,Yes,Education Fees,507574,10,No,Gold,289590,Partial
47,Freelancer,56352,553,250141,No,Education Fees,371404,8,Yes,Gold,371404,Partial
36,Salaried,82358,618,558933,Yes,Education Fees,367194,3,No,Gold,367194,Partial
48,Salaried,87236,828,1195911,No,Personal Need,715811,11,No,Gold,715811,Approved
28,Self-Employed,53413,798,1002640,Yes,Personal Need,598935,10,No,Gold,598935,Approved
35,Freelancer,96556,524,625728,No,Personal Need,307760,6,No,Gold,307760,Partial
36,Freelancer,37821,576,897497,Yes,Personal Need,376897,11,No,Gold,376897,Partial
46,Business,141407,502,445448,No,Small Business Support,356414,3,No,Gold,356414,Partial
22,Business,69836,637,1021521,Yes,Personal Need,520950,8,No,Gold,520950,Partial
34,Business,31032,883,1159843,Yes,Small Business Support,198902,12,Yes,Gold,198902,Approved
33,Salaried,44432,597,439537,No,Personal Need,769567,14,No,Gold,769567,Partial
38,Freelancer,28374,866,790972,No,Medical Emergency,665131,14,Yes,Gold,497875,Approved
36,Salaried,36636,871,1462683,No,Personal Need,300385,1,No,Gold,300385,Approved
48,Self-Employed,65187,563,183377,No,Medical Emergency,314074,12,No,Gold,61478,Rejected
29,Self-Employed,94444,536,191784,No,Education Fees,644264,15,Yes,Gold,644264,Partial
41,Business,37891,585,60910,No,Personal Need,370932,4,No,Gold,56539,Rejected
22,Freelancer,32394,726,438195,Yes,Small Business Support,570110,4,Yes,Gold,544007,Partial
28,Salaried,33191,697,698445,Yes,Small Business Support,782752,12,No,Gold,421437,Partial
53,Salaried,76203,690,1497271,No,Education Fees,444672,7,No,Gold,444672,Approved
58,Self-Employed,47224,565,1300839,Yes,Education Fees,441640,13,No,Gold,441640,Partial
55,Salaried,138519,839,1378772,Yes,Education Fees,509971,11,Yes,Gold,509971,Approved
48,Self-Employed,104930,537,978504,No,Personal Need,214840,12,Yes,Gold,214840,Approved
25,Self-Employed,20985,667,901050,No,Medical Emergency,123081,11,Yes,Gold,123081,Partial
27,Freelancer,38311,839,256636,No,Personal Need,162984,9,Yes,Gold,162984,Partial
38,Self-Employed,78446,793,1338160,No,Personal Need,294449,7,Yes,Gold,294449,Approved
29,Self-Employed,25749,811,348344,No,Medical Emergency,418551,1,No,Gold,418551,Partial
39,Freelancer,24663,577,1062760,No,Education Fees,560028,1,Yes,Gold,343336,Partial
34,Salaried,23069,652,396384,Yes,Personal Need,335772,4,Yes,Gold,335772,Partial
45,Salaried,35775,759,87845,Yes,Personal Need,326038,1,No,Gold,34964,Rejected
29,Freelancer,61477,885,949449,No,Personal Need,402247,6,Yes,Gold,402247,Approved
27,Self-Employed,28060,768,370146,Yes,Medical Emergency,565546,3,Yes,Gold,339235,Partial
43,Salaried,41115,703,246365,No,Small Business Support,95510,6,Yes,Gold,95510,Partial
33,Self-Employed,47736,644,1053191,No,Medical Emergency,587923,1,Yes,Gold,587923,Partial
37,Freelancer,107186,568,488033,Yes,Personal Need,502037,3,No,Gold,502037,Partial
23,Business,95209,692,510619,Yes,Small Business Support,708960,12,Yes,Gold,708960,Approved
22,Self-Employed,23475,534,807457,Yes,Education Fees,166154,8,Yes,Gold,2790,Rejected
32,Salaried,63558,653,784856,No,Small Business Support,352592,13,Yes,Gold,352592,Partial
44,Self-Employed,84334,521,1335908,No,Medical Emergency,655866,1,No,Gold,655866,Partial
44,Freelancer,84771,739,1432876,Yes,Medical Emergency,262089,14,No,Gold,262089,Partial
58,Business,112917,642,1063780,No,Medical Emergency,650043,7,Yes,Gold,650043,Approved
32,Salaried,83568,631,373988,No,Small Business Support,667075,4,No,Gold,667075,Partial
22,Freelancer,27300,659,978471,No,Personal Need,523389,4,Yes,Gold,523389,Partial
47,Freelancer,87454,530,106804,No,Small Business Support,386541,9,Yes,Gold,386541,Partial
40,Freelancer,172751,533,1004434,No,Personal Need,67862,1,No,Gold,67862,Approved
56,Business,31439,526,641454,No,Personal Need,538133,7,Yes,Gold,538133,Partial
47,Freelancer,34839,500,578888,No,Education Fees,594595,2,Yes,Gold,594595,Partial
46,Freelancer,25164,691,1453619,No,Medical Emergency,442865,12,No,Gold,355926,Partial
44,Self-Employed,84685,540,1457358,No,Medical Emergency,706187,14,No,Gold,706187,Partial
28,Salaried,22467,663,1150173,Yes,Small Business Support,263782,3,No,Gold,4256,Rejected
23,Freelancer,161501,670,125092,No,Medical Emergency,762388,6,Yes,Gold,762388,Partial
23,Business,63281,874,1022400,No,Medical Emergency,104410,7,No,Gold,104410,Approved
34,Freelancer,120228,598,869728,No,Small Business Support,58519,14,No,Gold,58519,Partial
48,Self-Employed,49656,839,748067,Yes,Personal Need,198537,1,Yes,Gold,198537,Partial
40,Business,29455,775,1230672,Yes,Small Business Support,439216,9,Yes,Gold,413888,Approved
60,Freelancer,45809,886,548588,No,Small Business Support,649264,6,Yes,Gold,649264,Approved
37,Self-Employed,33393,652,1378370,No,Medical Emergency,234420,8,Yes,Gold,234420,Partial
55,Self-Employed,161000,763,1015126,Yes,Personal Need,235729,4,No,Gold,235729,Approved
59,Business,84843,628,609089,Yes,Small Business Support,601114,11,Yes,Gold,601114,Partial
26,Freelancer,64564,673,372434,No,Personal Need,87370,1,No,Gold,87370,Partial
48,Salaried,47441,601,37421,No,Personal Need,694406,9,Yes,Gold,694406,Partial
27,Self-Employed,20792,788,1342219,Yes,Personal Need,358953,11,No,Gold,226681,Partial
44,Self-Employed,40454,730,647332,Yes,Education Fees,465148,4,No,Gold,465148,Partial
49,Salaried,23556,587,921734,No,Personal Need,94187,15,No,Gold,94187,Partial
26,Business,39673,508,534296,Yes,Education Fees,125286,11,No,Gold,125286,Partial
34,Freelancer,34924,625,988818,No,Personal Need,791333,8,No,Gold,462465,Partial
35,Freelancer,39177,546,1342393,Yes,Education Fees,685946,9,Yes,Gold,627063,Partial
31,Self-Employed,45289,799,989587,Yes,Education Fees,670717,15,Yes,Gold,670717,Partial
47,Business,20755,808,497444,No,Personal Need,778565,8,No,Gold,370459,Partial
35,Self-Employed,115096,620,961029,Yes,Small Business Support,593887,12,Yes,Gold,593887,Partial
34,Business,30984,871,369700,Yes,Small Business Support,205399,10,Yes,Gold,205399,Approved
53,Business,24074,671,1257501,Yes,Education Fees,675443,1,Yes,Gold,407398,Partial
43,Freelancer,85314,877,991090,Yes,Medical Emergency,740151,5,No,Gold,740151,Approved
56,Business,106838,630,1324658,No,Medical Emergency,419938,13,No,Gold,419938,Partial
22,Salaried,149894,674,848020,No,Small Business Support,72237,11,No,Gold,72237,Approved
46,Self-Employed,20689,691,371871,Yes,Personal Need,533439,12,No,Gold,331120,Partial
29,Self-Employed,122573,636,1022329,No,Small Business Support,575450,6,No,Gold,575450,Approved
43,Salaried,26860,810,559868,No,Small Business Support,623054,4,Yes,Gold,491739,Partial
51,Salaried,30985,634,1202833,No,Personal Need,410432,3,Yes,Gold,410432,Partial
32,Salaried,36853,687,488444,No,Medical Emergency,193773,6,No,Gold,193773,Partial
34,Business,32525,592,511936,Yes,Personal Need,98360,3,No,Gold,24525,Rejected
43,Self-Employed,41465,823,956772,Yes,Education Fees,321550,8,No,Gold,321550,Partial
41,Freelancer,22990,642,406626,No,Personal Need,347457,11,Yes,Gold,347457,Partial
30,Business,35538,565,54578,No,Medical Emergency,459968,13,No,Gold,95823,Rejected
50,Salaried,170598,545,109781,No,Small Business Support,218994,8,Yes,Gold,218994,Partial
53,Business,79920,682,681708,Yes,Small Business Support,62763,14,Yes,Gold,62763,Approved
35,Business,33368,767,526587,Yes,Personal Need,329137,9,No,Gold,329137,Partial
42,Salaried,168325,671,470184,Yes,Education Fees,385013,4,Yes,Gold,385013,Partial
62,Freelancer,83986,791,152633,No,Small Business Support,437214,3,No,Gold,437214,Approved
30,Business,72228,666,450927,No,Medical Emergency,110440,13,No,Gold,110440,Partial
45,Self-Employed,90425,702,288597,Yes,Medical Emergency,725993,5,No,Gold,725993,Partial
60,Freelancer,24723,669,981003,No,Education Fees,155815,8,No,Gold,155815,Partial
43,Business,40559,626,323176,No,Medical Emergency,502852,12,Yes,Gold,502852,Partial
48,Salaried,81476,618,101651,No,Education Fees,756219,11,No,Gold,756219,Partial
42,Salaried,34444,570,839335,Yes,Small Business Support,422924,12,Yes,Gold,422924,Partial
24,Freelancer,29815,683,218573,No,Small Business Support,527231,3,No,Gold,3407,Rejected
55,Freelancer,79461,647,1125133,No,Education Fees,556995,2,No,Gold,556995,Partial
39,Business,144118,693,308673,No,Medical Emergency,242095,12,Yes,Gold,242095,Approved
47,Salaried,52654,533,853390,No,Medical Emergency,262337,10,Yes,Gold,262337,Partial
59,Salaried,29853,517,229576,Yes,Small Business Support,634357,8,No,Gold,120821,Rejected
25,Self-Employed,70801,656,158624,No,Medical Emergency,254242,4,No,Gold,254242,Partial
23,Business,83399,640,357363,Yes,Small Business Support,178210,13,No,Gold,178210,Partial
47,Freelancer,91113,900,648485,No,Personal Need,537846,5,Yes,Gold,537846,Approved
28,Salaried,31302,872,839829,Yes,Small Business Support,184404,12,Yes,Gold,184404,Approved
40,Freelancer,23632,514,1162718,Yes,Personal Need,88866,1,Yes,Gold,88866,Partial
55,Business,31275,685,188491,No,Education Fees,198504,12,No,Gold,6144,Rejected
29,Freelancer,131458,811,1051550,Yes,Personal Need,367259,14,Yes,Gold,367259,Approved
37,Salaried,62489,826,1458300,Yes,Medical Emergency,605248,10,Yes,Gold,605248,Approved
31,Salaried,69827,898,1305164,Yes,Education Fees,379097,14,No,Gold,379097,Approved
50,Self-Employed,28297,774,156573,No,Personal Need,533526,4,No,Gold,82295,Rejected
31,Self-Employed,50079,568,655953,Yes,Personal Need,440247,2,No,Gold,440247,Partial
56,Salaried,32774,735,724993,No,Education Fees,199204,15,No,Gold,199204,Partial
58,Business,47463,597,945264,No,Medical Emergency,177998,3,Yes,Gold,177998,Approved
61,Freelancer,92990,811,340631,No,Personal Need,269581,11,Yes,Gold,269581,Approved
26,Salaried,63742,787,516807,No,Personal Need,76770,8,Yes,Gold,76770,Approved
59,Freelancer,31987,686,1260160,No,Small Business Support,483357,11,No,Gold,483357,Partial
41,Freelancer,110520,593,1059537,No,Education Fees,728974,7,No,Gold,728974,Approved
57,Self-Employed,31855,616,1332303,Yes,Education Fees,500720,3,Yes,Gold,500720,Partial
53,Salaried,34591,772,958171,No,Small Business Support,106919,13,No,Gold,106919,Approved
49,Freelancer,43643,633,1295377,Yes,Medical Emergency,332337,12,No,Gold,332337,Partial
42,Business,57440,746,390625,No,Education Fees,204308,3,Yes,Gold,204308,Approved
25,Self-Employed,59982,732,1111115,Yes,Education Fees,647383,8,No,Gold,647383,Partial
39,Business,81870,706,1133481,Yes,Small Business Support,292436,3,Yes,Gold,292436,Partial
23,Salaried,22602,613,333646,Yes,Education Fees,292796,6,Yes,Gold,279420,Partial
55,Self-Employed,47485,896,1033201,No,Personal Need,687928,7,No,Gold,687928,Approved
52,Self-Employed,125456,687,1491429,No,Medical Emergency,726347,1,Yes,Gold,726347,Approved
46,Business,41344,741,101088,No,Education Fees,419262,15,Yes,Gold,419262,Partial
52,Salaried,62926,518,117675,No,Medical Emergency,757707,9,Yes,Gold,757707,Partial
25,Self-Employed,49947,834,481048,Yes,Personal Need,279930,15,No,Gold,279930,Partial
51,Freelancer,142986,666,567686,Yes,Education Fees,283527,2,No,Gold,283527,Partial
56,Business,45180,638,454482,Yes,Personal Need,666308,3,Yes,Gold,545885,Partial
28,Salaried,167573,851,796221,No,Education Fees,424022,13,Yes,Gold,424022,Approved
48,Business,48667,574,410276,No,Small Business Support,330002,6,No,Gold,330002,Partial
41,Business,77204,654,610671,Yes,Personal Need,794693,13,No,Gold,794693,Partial
44,Business,171211,645,1203281,No,Personal Need,229612,12,No,Gold,229612,Partial
36,Freelancer,48322,506,853835,Yes,Personal Need,390933,12,Yes,Gold,390933,Partial
26,Business,36510,754,1201372,No,Education Fees,423915,6,Yes,Gold,423915,Partial
51,Freelancer,63054,670,1440585,Yes,Small Business Support,779220,4,Yes,Gold,779220,Partial
35,Business,49943,653,491389,Yes,Education Fees,158066,5,No,Gold,158066,Partial
36,Salaried,41110,867,817173,Yes,Medical Emergency,334775,4,No,Gold,334775,Partial
32,Freelancer,32448,563,252385,No,Medical Emergency,146183,8,No,Gold,23383,Rejected
31,Self-Employed,72699,566,1087865,No,Personal Need,501178,9,No,Gold,501178,Partial
50,Salaried,24783,696,617687,No,Medical Emergency,401495,7,No,Gold,357248,Partial
29,Business,56111,788,943680,Yes,Small Business Support,406823,13,No,Gold,406823,Partial
58,Salaried,31609,771,44923,No,Personal Need,531029,7,No,Gold,531029,Partial
57,Freelancer,33598,883,688087,Yes,Personal Need,407776,4,No,Gold,407776,Partial
23,Freelancer,29765,633,900905,Yes,Education Fees,82293,13,Yes,Gold,82293,Partial
59,Salaried,23825,752,33772,Yes,Medical Emergency,570780,13,No,Gold,67822,Rejected
34,Freelancer,111966,894,261198,No,Small Business Support,321413,8,No,Gold,321413,Partial
28,Business,64021,651,309603,Yes,Education Fees,238587,10,Yes,Gold,238587,Partial
52,Freelancer,60466,695,716081,No,Small Business Support,751945,2,Yes,Gold,751945,Approved
27,Self-Employed,48219,837,348038,No,Personal Need,548402,9,Yes,Gold,548402,Approved
39,Self-Employed,68167,622,1125916,Yes,Small Business Support,425769,12,No,Gold,425769,Partial
42,Salaried,27001,710,1429848,Yes,Personal Need,227131,1,Yes,Gold,227131,Partial
27,Self-Employed,71560,567,1341106,No,Small Business Support,85954,3,No,Gold,85954,Partial
29,Business,164057,643,747770,No,Education Fees,552689,3,No,Gold,552689,Partial
55,Business,46274,646,1097325,Yes,Personal Need,595794,11,Yes,Gold,549232,Partial
42,Self-Employed,67097,676,1163740,No,Small Business Support,191595,11,No,Gold,191595,Approved
49,Self-Employed,44529,782,779489,No,Medical Emergency,541498,5,Yes,Gold,541498,Approved
30,Business,30279,695,886497,Yes,Personal Need,123199,7,No,Gold,123199,Partial
39,Salaried,128901,803,1494456,No,Education Fees,266054,9,No,Gold,266054,Approved
57,Salaried,84373,643,1065000,Yes,Small Business Support,151553,12,No,Gold,151553,Partial
52,Freelancer,102832,741,1361347,Yes,Medical Emergency,330812,10,Yes,Gold,330812,Approved
43,Salaried,119913,641,1451974,Yes,Education Fees,167872,15,No,Gold,167872,Partial
28,Freelancer,76183,576,330622,No,Education Fees,628878,15,Yes,Gold,628878,Partial
25,Self-Employed,76659,782,283516,No,Personal Need,470730,8,Yes,Gold,470730,Approved
26,Salaried,57034,539,1200526,No,Medical Emergency,530539,12,Yes,Gold,530539,Approved
46,Salaried,20435,710,186032,No,Medical Emergency,104194,9,Yes,Gold,104194,Partial
40,Freelancer,48088,522,1466219,No,Personal Need,248442,7,No,Gold,248442,Partial
35,Salaried,41921,601,1326973,No,Personal Need,703702,3,Yes,Gold,703702,Approved
35,Freelancer,46913,634,171528,Yes,Personal Need,588547,15,No,Gold,59379,Rejected
42,Self-Employed,87866,715,1439850,Yes,Medical Emergency,732452,10,Yes,Gold,732452,Approved
45,Salaried,38597,668,1433523,No,Small Business Support,260188,15,No,Gold,260188,Partial
44,Freelancer,65349,693,371451,No,Education Fees,427759,9,Yes,Gold,427759,Approved
53,Freelancer,47009,588,960450,No,Small Business Support,157898,3,Yes,Gold,157898,Partial
61,Self-Employed,61277,559,1342394,Yes,Personal Need,503998,2,Yes,Gold,503998,Partial
59,Business,164517,539,525239,Yes,Medical Emergency,153202,2,No,Gold,153202,Partial
53,Freelancer,140223,591,635084,Yes,Education Fees,289834,12,Yes,Gold,289834,Approved
49,Business,38992,641,1011716,Yes,Education Fees,104400,13,Yes,Gold,104400,Partial
48,Business,27045,546,1420305,No,Education Fees,292395,9,No,Gold,292395,Partial
38,Freelancer,47771,865,91282,No,Education Fees,612555,4,Yes,Gold,612555,Partial
35,Business,35439,883,1330766,No,Education Fees,654396,15,No,Gold,651636,Approved
50,Freelancer,44991,542,787036,Yes,Personal Need,59446,13,No,Gold,59446,Partial
34,Salaried,40290,803,991218,No,Medical Emergency,420445,14,No,Gold,420445,Approved
48,Freelancer,74263,837,82833,No,Personal Need,258707,3,Yes,Gold,258707,Approved
49,Business,35119,774,667477,Yes,Small Business Support,117419,13,No,Gold,117419,Partial
28,Self-Employed,69139,658,48513,Yes,Personal Need,675401,1,No,Gold,675401,Partial
59,Business,48657,544,1049089,No,Medical Emergency,419821,11,Yes,Gold,419821,Approved
54,Business,42312,571,1437959,No,Medical Emergency,161387,11,No,Gold,161387,Partial
53,Freelancer,22196,556,757845,No,Personal Need,435456,12,No,Gold,4000,Rejected
57,Salaried,145583,630,851894,No,Small Business Support,297322,6,No,Gold,297322,Partial
22,Self-Employed,70277,630,1320457,No,Medical Emergency,318113,3,No,Gold,318113,Partial
40,Freelancer,89007,676,1060056,No,Education Fees,726977,11,No,Gold,726977,Partial
22,Self-Employed,28460,707,510041,No,Small Business Support,339895,8,No,Gold,339895,Partial
34,Self-Employed,26221,634,156372,Yes,Personal Need,491910,14,No,Gold,62612,Rejected
44,Freelancer,146807,524,323771,Yes,Education Fees,219016,14,Yes,Gold,219016,Partial
59,Business,46038,645,510217,Yes,Education Fees,95866,11,No,Gold,95866,Partial
37,Business,76391,801,304256,Yes,Personal Need,656657,1,No,Gold,656657,Partial
45,Business,34921,708,337430,Yes,Personal Need,194782,7,No,Gold,194782,Partial
28,Self-Employed,126092,595,701029,Yes,Small Business Support,198735,2,No,Gold,198735,Partial
48,Business,144667,646,809261,No,Medical Emergency,738366,2,Yes,Gold,738366,Approved
23,Business,23878,707,894793,Yes,Medical Emergency,591221,14,Yes,Gold,322000,Partial
60,Business,28154,686,37402,Yes,Small Business Support,140430,13,Yes,Gold,140430,Partial
42,Freelancer,36794,542,676669,Yes,Small Business Support,748471,11,Yes,Gold,441043,Partial
24,Self-Employed,163216,673,656152,No,Small Business Support,346368,1,No,Gold,346368,Approved
40,Self-Employed,63251,678,167816,Yes,Small Business Support,552474,12,No,Gold,57591,Rejected
58,Salaried,79925,679,1198514,Yes,Medical Emergency,238652,6,Yes,Gold,238652,Approved
32,Salaried,36158,519,1299902,Yes,Education Fees,449924,12,Yes,Gold,449924,Partial
22,Business,144592,508,958603,No,Medical Emergency,597894,3,Yes,Gold,597894,Approved
49,Freelancer,112819,809,1429777,Yes,Education Fees,595610,15,No,Gold,595610,Partial
43,Salaried,23704,758,44381,Yes,Medical Emergency,326637,14,Yes,Gold,269259,Partial
62,Self-Employed,35808,739,889318,Yes,Personal Need,678732,11,Yes,Gold,500103,Partial
40,Self-Employed,20665,599,141812,Yes,Education Fees,396294,3,Yes,Gold,18217,Rejected
58,Freelancer,24176,849,296392,Yes,Personal Need,509290,5,No,Gold,66369,Rejected
31,Freelancer,21228,864,719972,Yes,Education Fees,782357,6,Yes,Gold,350843,Approved
57,Salaried,41311,664,200646,No,Personal Need,275193,12,No,Gold,60263,Rejected
41,Self-Employed,24135,572,48223,No,Education Fees,433764,7,Yes,Gold,433764,Partial
31,Self-Employed,89786,513,387386,No,Education Fees,209090,6,Yes,Gold,209090,Approved
28,Freelancer,84411,891,1101225,No,Medical Emergency,666855,6,Yes,Gold,666855,Approved
23,Self-Employed,176728,812,652867,No,Personal Need,686357,12,No,Gold,686357,Approved
62,Business,49301,728,1263143,No,Small Business Support,208740,11,No,Gold,208740,Partial
25,Business,43107,873,757738,No,Medical Emergency,433830,14,No,Gold,433830,Approved
22,Salaried,65315,705,332909,Yes,Personal Need,362394,14,Yes,Gold,362394,Approved
39,Freelancer,30188,786,741056,Yes,Education Fees,117545,1,Yes,Gold,117545,Partial
22,Freelancer,81248,624,499687,Yes,Education Fees,696906,8,No,Gold,696906,Partial
33,Salaried,49277,708,858325,No,Personal Need,416319,15,No,Gold,416319,Approved
29,Self-Employed,93229,634,705579,No,Education Fees,69346,14,Yes,Gold,69346,Approved
31,Freelancer,33948,714,1181333,No,Medical Emergency,698135,6,No,Gold,566821,Partial
54,Self-Employed,41748,859,1389598,Yes,Education Fees,329779,6,No,Gold,329779,Partial
44,Freelancer,71078,735,1060522,No,Education Fees,698322,12,No,Gold,698322,Approved
27,Self-Employed,78898,807,1085880,Yes,Medical Emergency,94771,14,Yes,Gold,94771,Approved
40,Self-Employed,28002,725,966039,Yes,Personal Need,144310,13,Yes,Gold,144310,Partial
45,Self-Employed,79977,720,433240,Yes,Small Business Support,384117,15,No,Gold,384117,Partial
25,Freelancer,176001,692,1223710,Yes,Personal Need,263469,1,No,Gold,263469,Approved
56,Self-Employed,84246,506,603280,No,Small Business Support,701379,13,No,Gold,701379,Partial
52,Freelancer,38579,556,57334,Yes,Medical Emergency,170663,12,No,Gold,6300,Rejected
23,Business,30695,608,87713,Yes,Small Business Support,704007,8,Yes,Gold,43190,Rejected
26,Self-Employed,49301,566,918172,No,Personal Need,562256,15,Yes,Gold,562256,Partial
35,Business,38096,666,433150,No,Medical Emergency,133902,11,Yes,Gold,133902,Partial
22,Freelancer,125218,557,619069,Yes,Education Fees,525914,6,No,Gold,525914,Partial
55,Freelancer,48498,708,1232996,Yes,Education Fees,55233,8,Yes,Gold,55233,Approved
47,Salaried,74956,727,508023,No,Education Fees,719054,12,Yes,Gold,719054,Approved
29,Freelancer,41658,661,915321,Yes,Education Fees,475433,3,Yes,Gold,475433,Partial
22,Business,121696,798,1251887,Yes,Small Business Support,492146,10,Yes,Gold,492146,Approved
40,Self-Employed,21816,622,1092103,Yes,Education Fees,102726,14,No,Gold,18865,Rejected
32,Salaried,70452,857,163686,No,Personal Need,183033,4,No,Gold,183033,Partial
56,Freelancer,122645,614,836449,No,Medical Emergency,356860,2,Yes,Gold,356860,Approved
26,Business,56813,512,989628,Yes,Personal Need,525977,6,No,Gold,525977,Partial
50,Business,20622,820,1427631,No,Education Fees,233183,3,Yes,Gold,233183,Approved
28,Self-Employed,87519,760,854495,No,Education Fees,621385,10,Yes,Gold,621385,Approved
26,Self-Employed,53036,590,138865,Yes,Personal Need,739077,4,No,Gold,11560,Rejected
52,Business,41869,627,705677,Yes,Education Fees,586884,12,No,Gold,531777,Partial
55,Business,26324,676,1379328,No,Small Business Support,673639,4,Yes,Gold,502728,Partial
46,Business,174271,674,1232281,No,Education Fees,577385,15,No,Gold,577385,Partial
49,Business,21490,680,413263,Yes,Education Fees,575545,14,Yes,Gold,323943,Partial
59,Business,21923,798,1089971,No,Medical Emergency,54951,5,Yes,Gold,54951,Approved
30,Self-Employed,87624,635,533021,No,Personal Need,231606,2,Yes,Gold,231606,Partial
46,Salaried,49290,865,154852,Yes,Education Fees,351672,6,No,Gold,351672,Partial
58,Self-Employed,21561,647,307366,No,Small Business Support,253072,6,Yes,Gold,253072,Partial
59,Business,72965,655,1432760,No,Medical Emergency,497987,12,Yes,Gold,497987,Approved
47,Salaried,146401,573,1354329,No,Personal Need,596944,2,Yes,Gold,596944,Approved
49,Self-Employed,31107,711,706476,No,Personal Need,362750,4,Yes,Gold,362750,Partial
27,Freelancer,27303,798,1451117,No,Personal Need,529497,10,No,Gold,374980,Approved
55,Salaried,164309,583,1294210,Yes,Education Fees,395169,11,Yes,Gold,395169,Partial
60,Freelancer,131138,883,1057203,No,Small Business Support,700137,3,Yes,Gold,700137,Approved
56,Business,27865,661,243923,No,Education Fees,584766,4,Yes,Gold,78677,Rejected
39,Self-Employed,40578,708,71930,No,Small Business Support,330766,13,No,Gold,69540,Rejected
60,Salaried,123365,649,1172677,No,Personal Need,182112,3,No,Gold,182112,Partial
34,Self-Employed,67154,866,70361,No,Personal Need,210710,3,Yes,Gold,210710,Approved
56,Salaried,48059,583,353880,Yes,Small Business Support,274683,13,No,Gold,28865,Rejected
26,Salaried,23196,772,770739,Yes,Medical Emergency,237477,8,Yes,Gold,237477,Partial
31,Self-Employed,30432,536,258597,No,Personal Need,81906,4,Yes,Gold,15545,Rejected
23,Self-Employed,37253,647,541547,Yes,Small Business Support,280716,5,Yes,Gold,280716,Partial
34,Freelancer,167656,859,651226,No,Small Business Support,636963,10,No,Gold,636963,Approved
29,Freelancer,49571,633,335261,Yes,Personal Need,214030,2,No,Gold,214030,Partial
34,Salaried,21858,639,569998,No,Small Business Support,429876,14,No,Gold,65100,Rejected
44,Salaried,57140,557,751039,Yes,Personal Need,66656,14,No,Gold,12144,Rejected
27,Self-Employed,22623,624,1004236,No,Education Fees,558138,5,Yes,Gold,329641,Partial
44,Salaried,78431,573,941641,Yes,Medical Emergency,358943,12,No,Gold,358943,Partial
47,Business,69034,855,162239,Yes,Personal Need,582906,6,No,Gold,582906,Partial
49,Self-Employed,102799,505,521142,Yes,Small Business Support,364939,3,No,Gold,364939,Partial
52,Freelancer,74156,829,465574,Yes,Small Business Support,262009,12,Yes,Gold,262009,Approved
55,Freelancer,36692,809,1375102,No,Small Business Support,707459,13,No,Gold,707459,Approved
23,Self-Employed,38487,812,1454082,Yes,Small Business Support,574750,12,No,Gold,574750,Partial
29,Salaried,101929,517,722617,No,Small Business Support,304604,14,Yes,Gold,304604,Approved
33,Self-Employed,44524,682,574761,No,Personal Need,582140,8,Yes,Gold,582140,Partial
55,Self-Employed,28771,852,793286,Yes,Education Fees,55167,10,No,Gold,55167,Partial
34,Business,84481,648,1279376,Yes,Small Business Support,514020,12,Yes,Gold,514020,Partial
34,Self-Employed,37731,819,1406097,No,Personal Need,785568,10,Yes,Gold,785568,Approved
55,Freelancer,49510,805,142922,No,Medical Emergency,102767,3,No,Gold,102767,Partial
48,Freelancer,122342,713,1364475,No,Small Business Support,351476,12,No,Gold,351476,Partial
59,Business,29716,634,1209740,Yes,Small Business Support,421385,7,No,Gold,79594,Rejected
60,Business,38000,834,692265,No,Medical Emergency,226378,4,No,Gold,226378,Partial
57,Self-Employed,55964,700,473295,No,Personal Need,286158,9,No,Gold,286158,Partial
34,Business,29871,647,1219011,Yes,Education Fees,739683,6,Yes,Gold,439950,Partial
50,Freelancer,62692,806,1097436,No,Small Business Support,356477,2,No,Gold,356477,Approved
54,Self-Employed,46416,751,754900,No,Small Business Support,685219,4,Yes,Gold,685219,Partial
31,Self-Employed,24769,776,710253,Yes,Education Fees,570778,13,No,Gold,285557,Partial
60,Self-Employed,58381,688,340208,No,Small Business Support,413738,6,No,Gold,413738,Partial
35,Self-Employed,36178,651,1266994,No,Education Fees,607977,8,Yes,Gold,607977,Partial
42,Salaried,39309,669,373545,No,Small Business Support,609985,7,No,Gold,609985,Partial
30,Salaried,26292,638,561408,No,Personal Need,394174,11,No,Gold,394174,Partial
30,Salaried,132486,700,1030166,Yes,Medical Emergency,606182,11,Yes,Gold,606182,Approved
27,Freelancer,27015,724,176733,Yes,Medical Emergency,540892,14,No,Gold,57430,Rejected
29,Freelancer,24585,717,1237018,No,Small Business Support,536806,2,Yes,Gold,523445,Partial
42,Business,43804,732,195646,No,Small Business Support,259293,5,Yes,Gold,259293,Partial
