age,employment_type,monthly_income,credit_score,savings,existing_loan,loan_purpose,requested_amount,tenure_years,collateral,recommended_loan_type,approved_amount,approval_status
30,Student,34637,843,161166,Yes,Plot Purchase,2013561,19,No,Home,402409,Rejected
45,Student,33888,653,719327,Yes,Construction,4311971,21,Yes,Home,547435,Partial
55,Self-Employed,39037,855,479976,Yes,Buy House,2505233,8,No,Home,611305,Partial
29,Salaried,31447,709,312236,No,Construction,2834215,15,Yes,Home,651822,Partial
29,Salaried,98754,604,910678,No,Buy House,4799911,2,Yes,Home,1657665,Approved
26,Self-Employed,38650,827,333979,Yes,Plot Purchase,4744193,16,Yes,Home,788885,Approved
21,Student,21966,729,384024,Yes,Construction,4610915,1,No,Home,743810,Rejected
35,Business,115629,854,811801,Yes,Construction,1269735,24,Yes,Home,1269735,Approved
56,Salaried,65350,684,869556,No,Plot Purchase,4358631,6,Yes,Home,1118644,Approved
44,Student,29247,513,156984,Yes,Plot Purchase,2374909,20,Yes,Home,141121,Rejected
26,Salaried,45894,607,679722,Yes,Plot Purchase,3168961,10,Yes,Home,691594,Approved
46,Student,92764,715,1076080,Yes,Buy House,4005385,17,Yes,Home,1689956,Approved
39,Self-Employed,35175,580,215645,Yes,Renovation,3663999,7,Yes,Home,377819,Rejected
60,Business,43355,820,521451,Yes,Renovation,4973523,20,Yes,Home,826592,Partial
40,Salaried,34903,720,639935,Yes,Plot Purchase,3764269,3,No,Home,483122,Rejected
37,Business,137940,756,279976,No,Plot Purchase,4163321,2,No,Home,3259089,Approved
29,Business,47683,801,803670,Yes,Construction,3004756,22,No,Home,865984,Partial
36,Salaried,23450,621,857351,Yes,Construction,1584361,8,No,Home,243716,Rejected
27,Salaried,23550,822,928306,Yes,Buy House,3461578,13,No,Home,463846,Partial
51,Salaried,21254,661,325164,Yes,Construction,1323451,11,Yes,Home,430314,Partial
34,Salaried,20751,896,906928,No,Buy House,1988983,9,Yes,Home,423658,Approved
49,Business,41942,768,132705,Yes,Plot Purchase,2180205,14,No,Home,249298,Rejected
55,Self-Employed,137251,689,836081,Yes,Buy House,2013137,18,Yes,Home,2013137,Partial
41,Salaried,35029,848,683555,Yes,Plot Purchase,830843,22,No,Home,754063,Partial
49,Salaried,44435,828,1165225,Yes,Renovation,3719953,20,No,Home,989108,Partial
57,Salaried,31920,539,1072948,Yes,Construction,4273334,23,No,Home,446535,Rejected
54,Student,25761,648,390976,Yes,Construction,3190987,18,No,Home,104045,Rejected
26,Salaried,20538,826,237422,No,Construction,1073766,24,Yes,Home,542758,Partial
50,Business,48060,616,755290,No,Buy House,3942739,14,No,Home,829489,Partial
37,Student,76056,893,526576,Yes,Buy House,1020174,14,Yes,Home,1020174,Approved
54,Student,38749,782,1185470,No,Buy House,4399572,7,No,Home,808552,Partial
32,Business,147801,529,228830,Yes,Construction,2982968,17,Yes,Home,2513573,Partial
26,Salaried,40607,760,78339,Yes,Buy House,1895116,19,No,Home,641395,Partial
32,Self-Employed,57267,669,534335,No,Buy House,3106572,25,No,Home,1280978,Partial
58,Salaried,39526,518,612367,No,Buy House,4946027,6,Yes,Home,887060,Partial
27,Business,63558,580,180039,Yes,Construction,3430541,22,No,Home,10632,Rejected
32,Salaried,31233,844,1166057,Yes,Buy House,2417703,6,No,Home,529949,Partial
30,Self-Employed,53762,728,706900,Yes,Renovation,3044712,8,Yes,Home,967685,Partial
43,Student,46509,666,858739,Yes,Renovation,3157893,9,Yes,Home,686061,Approved
58,Student,26744,845,929055,No,Plot Purchase,1702271,14,No,Home,589476,Approved
44,Salaried,49145,565,550712,No,Construction,1051154,10,No,Home,756557,Partial
32,Student,27051,816,324170,No,Plot Purchase,891444,4,Yes,Home,628281,Approved
41,Self-Employed,32635,628,1125749,Yes,Buy House,4337896,4,No,Home,206698,Rejected
24,Business,28992,616,969559,Yes,Construction,2783250,20,No,Home,4872,Rejected
50,Student,33199,568,1126276,Yes,Buy House,4741751,11,Yes,Home,315619,Rejected
38,Student,63119,599,676774,No,Construction,3303528,20,Yes,Home,1396169,Approved
28,Student,93467,506,41802,Yes,Construction,2698688,4,No,Home,386798,Rejected
55,Salaried,86881,701,110337,Yes,Buy House,3012303,2,No,Home,397993,Rejected
38,Self-Employed,140385,540,330381,No,Buy House,2817656,21,No,Home,2817656,Partial
41,Business,28644,742,760314,Yes,Buy House,1430356,22,Yes,Home,325354,Partial
34,Business,56158,644,457594,No,Construction,2091836,25,No,Home,1100335,Partial
44,Business,147301,652,414167,Yes,Renovation,3376533,9,No,Home,115552,Rejected
36,Salaried,56129,661,1133347,No,Buy House,1505203,12,No,Home,905446,Partial
53,Business,21741,648,225128,Yes,Construction,2426816,21,No,Home,144664,Rejected
54,Business,23577,886,542073,Yes,Buy House,1099372,8,Yes,Home,410739,Approved
38,Self-Employed,72922,821,843940,Yes,Construction,2525581,8,No,Home,1283917,Approved
39,Student,53089,589,1019834,No,Renovation,3443355,23,Yes,Home,937304,Partial
50,Self-Employed,142207,603,392276,No,Buy House,3753994,3,Yes,Home,3109704,Approved
36,Business,46834,587,629555,Yes,Renovation,1587775,17,Yes,Home,741079,Partial
49,Business,67882,663,551705,No,Plot Purchase,3326095,15,Yes,Home,1794608,Approved
59,Business,42471,682,63468,Yes,Renovation,3796363,14,Yes,Home,729605,Rejected
48,Student,22925,548,246349,No,Renovation,3025575,21,No,Home,437564,Rejected
38,Student,38989,644,277868,No,Plot Purchase,1724345,15,No,Home,244484,Rejected
30,Student,71769,562,624524,Yes,Construction,1143539,10,Yes,Home,1080493,Partial
24,Business,34100,707,21345,Yes,Plot Purchase,3176203,9,Yes,Home,149573,Rejected
33,Business,22644,605,1012325,No,Construction,4148007,8,No,Home,626040,Rejected
40,Self-Employed,42246,869,311873,Yes,Construction,2473721,9,Yes,Home,703667,Approved
50,Self-Employed,48702,745,310685,No,Plot Purchase,4729046,23,No,Home,855429,Partial
47,Business,38314,598,902730,Yes,Plot Purchase,2835459,25,Yes,Home,531945,Partial
57,Student,47692,652,32484,No,Buy House,1510171,25,No,Home,56124,Rejected
42,Salaried,68529,643,147642,Yes,Renovation,2009233,24,Yes,Home,1054793,Partial
30,Student,73565,722,1037024,Yes,Buy House,2083642,4,Yes,Home,1092937,Partial
27,Business,36574,608,275457,No,Renovation,2770717,13,No,Home,129180,Rejected
48,Self-Employed,56056,595,524746,Yes,Construction,4830444,17,Yes,Home,724407,Partial
58,Business,29017,690,245099,No,Renovation,1034634,14,No,Home,2888,Rejected
58,Student,41313,879,952140,Yes,Construction,4644919,12,Yes,Home,578088,Approved
53,Self-Employed,43141,666,151629,Yes,Plot Purchase,3646179,21,Yes,Home,291860,Rejected
40,Business,47503,817,1009336,Yes,Renovation,3518551,19,No,Home,896988,Approved
25,Salaried,44014,512,242760,No,Plot Purchase,2742252,22,No,Home,402740,Rejected
47,Salaried,28207,595,172843,No,Buy House,2260181,25,No,Home,69843,Rejected
57,Self-Employed,36092,637,492900,Yes,Construction,2413094,24,Yes,Home,350569,Rejected
27,Self-Employed,24605,813,875695,Yes,Construction,2394983,11,Yes,Home,479857,Approved
43,Student,68308,738,940394,No,Buy House,1455517,21,No,Home,1314055,Partial
28,Business,39709,603,489806,No,Plot Purchase,1370029,9,No,Home,126562,Rejected
54,Student,21856,715,252520,No,Buy House,3635729,9,Yes,Home,401923,Partial
24,Self-Employed,46763,890,150712,Yes,Buy House,3701162,16,Yes,Home,1078674,Partial
60,Salaried,65689,790,107537,Yes,Renovation,3738174,2,No,Home,980036,Partial
35,Salaried,83455,771,1140268,No,Construction,1237385,22,Yes,Home,1237385,Approved
48,Business,23787,715,791140,No,Construction,1285889,7,No,Home,59539,Rejected
47,Salaried,81953,784,139293,Yes,Construction,2314927,2,Yes,Home,1033105,Approved
36,Student,33035,616,181069,Yes,Construction,3794383,9,Yes,Home,384757,Rejected
56,Student,58003,635,688695,Yes,Construction,4878605,2,No,Home,760037,Partial
54,Self-Employed,38119,648,317714,Yes,Construction,1758303,8,No,Home,145734,Rejected
58,Business,22768,578,825172,No,Construction,4524707,1,No,Home,691982,Rejected
48,Salaried,51026,645,74509,No,Buy House,3660048,9,Yes,Home,1340586,Partial
24,Salaried,43635,794,1141475,No,Renovation,3998501,14,No,Home,994675,Approved
29,Salaried,42367,742,544146,No,Buy House,3100742,11,No,Home,12938,Rejected
28,Student,30518,766,950734,No,Buy House,4712778,1,No,Home,660165,Partial
56,Self-Employed,38991,791,1176470,No,Renovation,2964319,3,No,Home,654705,Partial
35,Self-Employed,40248,780,260011,Yes,Plot Purchase,1151948,6,No,Home,495610,Partial
37,Student,47686,811,1153387,Yes,Plot Purchase,1715729,20,Yes,Home,809229,Approved
25,Self-Employed,38689,706,892351,Yes,Plot Purchase,2000237,21,No,Home,175629,Rejected
47,Student,29635,762,792385,Yes,Buy House,1691139,10,Yes,Home,529687,Approved
53,Student,129656,729,334729,No,Buy House,2683922,25,Yes,Home,2481048,Approved
54,Salaried,71601,657,684670,No,Renovation,3557205,7,No,Home,1685690,Partial
35,Business,23781,834,879676,No,Buy House,3839167,3,No,Home,540552,Approved
47,Self-Employed,47092,858,533684,No,Plot Purchase,3206567,22,Yes,Home,977265,Approved
47,Self-Employed,40730,771,397310,No,Buy House,4311686,1,Yes,Home,1014056,Approved
51,Salaried,21116,727,370089,Yes,Construction,3772652,5,No,Home,746568,Rejected
39,Salaried,47024,872,246013,Yes,Construction,4229889,3,No,Home,837775,Partial
51,Self-Employed,73715,851,195719,Yes,Construction,3982424,1,No,Home,1201951,Partial
58,Student,92701,664,735374,Yes,Plot Purchase,3507843,19,No,Home,1082361,Partial
30,Salaried,74073,774,922902,No,Buy House,3713746,19,No,Home,1120773,Approved
52,Business,25548,718,564062,Yes,Renovation,1605105,8,No,Home,88527,Rejected
22,Salaried,105577,503,794982,Yes,Construction,1858463,10,No,Home,1192972,Partial
28,Business,66163,711,306928,No,Plot Purchase,1463262,24,Yes,Home,1449426,Approved
53,Student,40664,893,175374,No,Buy House,3463611,2,No,Home,1068641,Partial
23,Salaried,39213,629,430367,No,Construction,2369549,16,Yes,Home,696396,Partial
26,Self-Employed,22204,679,457354,Yes,Plot Purchase,3990105,2,No,Home,688852,Rejected
32,Student,78674,663,1048069,No,Construction,3278139,20,No,Home,1481311,Partial
39,Business,122651,655,262890,Yes,Buy House,3715700,15,No,Home,1984221,Partial
51,Business,72519,638,581877,Yes,Plot Purchase,2994503,14,Yes,Home,1221937,Partial
48,Business,21790,694,479167,No,Plot Purchase,4555045,21,Yes,Home,461428,Partial
55,Self-Employed,53615,878,711397,Yes,Buy House,3980860,20,Yes,Home,1078733,Approved
43,Salaried,66996,669,436158,Yes,Renovation,3234269,18,No,Home,1019717,Partial
34,Self-Employed,84729,855,235001,No,Renovation,3174728,16,Yes,Home,1843737,Approved
36,Salaried,24051,817,860435,Yes,Buy House,1441955,24,No,Home,425620,Partial
47,Salaried,47205,718,338447,Yes,Renovation,3418837,24,No,Home,682907,Partial
40,Student,23266,684,1008598,No,Buy House,2664392,10,No,Home,438155,Partial
55,Self-Employed,36286,816,1166264,Yes,Buy House,4133201,15,Yes,Home,676137,Approved
27,Student,46531,742,220045,Yes,Renovation,1503710,7,No,Home,274415,Rejected
57,Self-Employed,36168,640,728561,Yes,Construction,846739,2,No,Home,128116,Rejected
55,Business,41365,660,1032916,Yes,Buy House,3951483,4,No,Home,784490,Rejected
28,Self-Employed,48499,730,909574,No,Renovation,4307674,6,No,Home,646806,Partial
39,Student,40155,865,368013,Yes,Plot Purchase,2907548,10,Yes,Home,857270,Approved
29,Self-Employed,47178,641,893050,Yes,Buy House,846996,5,No,Home,640935,Partial
27,Business,22002,873,348105,Yes,Plot Purchase,918526,12,Yes,Home,422431,Approved
48,Student,45132,633,1196737,Yes,Buy House,2615642,3,Yes,Home,644565,Partial
29,Business,45296,875,601409,No,Buy House,2744739,7,Yes,Home,1066560,Approved
30,Self-Employed,48659,509,129448,Yes,Construction,4756814,17,No,Home,252468,Rejected
56,Business,32633,811,673811,No,Renovation,2193484,17,Yes,Home,991485,Approved
56,Business,45852,616,1190011,No,Renovation,1012194,21,No,Home,1012194,Partial
43,Business,38343,769,822071,No,Renovation,4508440,6,Yes,Home,701594,Approved
40,Student,32087,849,47251,No,Construction,4141132,2,No,Home,287492,Rejected
24,Salaried,65428,882,973115,No,Buy House,1120391,6,No,Home,1120391,Approved
30,Self-Employed,54314,515,137541,No,Plot Purchase,1617683,21,Yes,Home,1241482,Partial
60,Salaried,42019,802,374866,No,Construction,4292837,17,Yes,Home,983546,Approved
53,Self-Employed,52752,505,597818,Yes,Renovation,827048,23,No,Home,639298,Partial
42,Business,42816,559,204889,Yes,Buy House,2357419,3,Yes,Home,401983,Rejected
31,Salaried,32272,713,537434,No,Renovation,3404554,22,Yes,Home,613378,Partial
38,Self-Employed,33565,625,592101,Yes,Plot Purchase,4487618,6,No,Home,381276,Rejected
43,Business,72513,730,828831,Yes,Construction,3710188,18,Yes,Home,1090587,Partial
53,Student,45343,628,1000813,No,Renovation,4786348,2,Yes,Home,902125,Approved
57,Business,79533,589,239389,No,Construction,4788748,1,Yes,Home,1779413,Partial
32,Student,35297,697,65612,No,Construction,4149852,20,No,Home,391344,Rejected
59,Student,33144,719,511369,Yes,Plot Purchase,4161735,14,No,Home,315183,Rejected
59,Self-Employed,98291,542,132826,Yes,Plot Purchase,4647967,10,Yes,Home,1164641,Partial
30,Self-Employed,59873,624,515312,Yes,Renovation,2093002,14,Yes,Home,697046,Partial
27,Business,32912,841,809140,No,Buy House,4051205,23,Yes,Home,884670,Approved
46,Student,76863,829,845964,Yes,Buy House,2659704,12,No,Home,1354132,Approved
42,Salaried,74632,610,502499,Yes,Buy House,2571945,16,Yes,Home,1105831,Partial
32,Business,30193,706,1028000,Yes,Renovation,2171897,9,No,Home,243753,Rejected
26,Student,53323,824,45636,Yes,Construction,4614233,11,Yes,Home,1155782,Partial
46,Business,59928,695,263182,No,Construction,3610716,17,No,Home,854643,Partial
48,Business,52622,543,560722,Yes,Construction,1207213,17,No,Home,593777,Partial
52,Business,49136,648,549167,No,Buy House,3041734,11,No,Home,817051,Partial
49,Student,21167,646,96781,No,Buy House,1593332,8,Yes,Home,226020,Rejected
38,Student,111995,855,981375,Yes,Plot Purchase,1121177,3,No,Home,1121177,Approved
27,Business,43769,581,653310,No,Renovation,2954681,13,Yes,Home,1028907,Partial
28,Self-Employed,29935,859,531185,Yes,Renovation,4465365,12,No,Home,590476,Partial
38,Salaried,79811,536,591850,Yes,Buy House,4275608,14,Yes,Home,1151828,Partial
41,Salaried,20592,777,153635,No,Construction,3557771,24,No,Home,383963,Partial
42,Student,46955,660,1066425,Yes,Construction,2944904,18,Yes,Home,681797,Approved
26,Business,31314,595,1130634,No,Plot Purchase,4587449,10,No,Home,494028,Partial
31,Student,33611,726,615355,No,Renovation,3974491,8,No,Home,116006,Rejected
57,Student,25213,823,1173581,No,Construction,3139412,12,Yes,Home,737302,Approved
41,Business,33237,660,620379,No,Construction,3219340,6,Yes,Home,680219,Partial
50,Self-Employed,53222,684,896819,No,Buy House,2680663,14,Yes,Home,1180489,Approved
26,Business,122602,763,1009674,Yes,Construction,2419266,12,Yes,Home,2053826,Approved
36,Self-Employed,43356,803,298187,No,Renovation,4668654,3,Yes,Home,1031077,Approved
36,Self-Employed,145565,875,714700,Yes,Buy House,857741,8,No,Home,857741,Partial
54,Business,52306,787,1146886,Yes,Construction,4833306,23,Yes,Home,745779,Approved
23,Student,36762,833,918815,Yes,Plot Purchase,1737709,4,Yes,Home,699720,Approved
30,Self-Employed,56885,643,175335,No,Renovation,2981034,23,No,Home,472253,Rejected
37,Student,44947,566,624882,Yes,Plot Purchase,3242916,8,No,Home,319544,Rejected
51,Business,55061,898,289595,Yes,Construction,2958437,20,No,Home,687899,Approved
40,Self-Employed,28500,666,1103845,No,Plot Purchase,2107589,16,Yes,Home,589299,Partial
52,Self-Employed,65796,548,49847,Yes,Plot Purchase,2531654,11,Yes,Home,940544,Partial
28,Self-Employed,35051,682,45586,Yes,Plot Purchase,1075486,24,Yes,Home,133016,Rejected
25,Student,37522,858,186613,Yes,Renovation,2948088,15,Yes,Home,804859,Partial
36,Self-Employed,64945,577,577346,No,Buy House,1911901,3,Yes,Home,1057965,Approved
58,Business,37594,734,688694,Yes,Buy House,4506909,7,No,Home,618005,Rejected
34,Business,20314,711,253882,No,Construction,804153,25,Yes,Home,488214,Partial
52,Self-Employed,35836,683,648384,No,Plot Purchase,3109286,18,Yes,Home,705636,Partial
32,Business,49273,841,1059742,Yes,Construction,3355513,6,Yes,Home,1076613,Approved
55,Self-Employed,23562,775,664245,No,Buy House,3317097,11,No,Home,401227,Partial
31,Self-Employed,75750,520,349531,No,Construction,3059749,17,No,Home,1617181,Partial
40,Student,30935,801,963105,No,Construction,847584,14,No,Home,555571,Approved
29,Business,50639,772,457484,No,Buy House,3499838,10,No,Home,985561,Approved
56,Self-Employed,70237,710,594542,Yes,Renovation,3530349,3,Yes,Home,1344405,Approved
23,Business,79783,784,607501,No,Buy House,3674708,2,Yes,Home,1689762,Approved
39,Salaried,48863,804,887754,Yes,Renovation,1538240,5,No,Home,751181,Approved
37,Student,54603,738,678424,No,Renovation,2344678,25,No,Home,986313,Partial
42,Self-Employed,73071,678,68524,Yes,Construction,4124472,4,No,Home,63214,Rejected
53,Student,34326,850,705915,No,Buy House,1433780,10,No,Home,974430,Partial
55,Self-Employed,77732,867,1002404,Yes,Construction,3122511,25,Yes,Home,1627724,Approved
30,Student,41228,659,1126696,No,Plot Purchase,853300,1,No,Home,572440,Partial
48,Self-Employed,27303,699,704970,No,Plot Purchase,2080141,21,Yes,Home,584374,Partial
32,Salaried,39723,731,287016,No,Plot Purchase,2730251,3,No,Home,284245,Rejected
35,Self-Employed,50895,556,278180,No,Renovation,3991165,1,No,Home,894702,Partial
34,Business,24084,522,1082633,Yes,Buy House,4902938,6,Yes,Home,397490,Partial
33,Self-Employed,146442,633,1086895,Yes,Buy House,3987915,15,Yes,Home,2489672,Approved
43,Student,88560,709,650601,Yes,Construction,4754066,23,Yes,Home,1542579,Partial
41,Salaried,28159,501,288327,Yes,Buy House,1313227,5,No,Home,194879,Rejected
60,Business,63738,566,337467,Yes,Renovation,1051491,12,Yes,Home,877038,Approved
44,Student,50934,805,79762,No,Construction,1190065,2,Yes,Home,1190065,Approved
31,Self-Employed,31425,744,900558,Yes,Construction,4281916,4,No,Home,667791,Rejected
21,Student,49476,753,697121,No,Construction,4933920,20,Yes,Home,907571,Approved
30,Self-Employed,74353,551,612025,Yes,Plot Purchase,2348761,8,Yes,Home,1267215,Partial
58,Student,54316,648,324550,Yes,Buy House,2460073,24,No,Home,639983,Partial
36,Self-Employed,20383,662,741214,Yes,Construction,2602176,21,No,Home,61771,Rejected
38,Student,49246,543,1042057,No,Plot Purchase,3005057,22,Yes,Home,1133922,Partial
22,Self-Employed,34989,751,1174408,No,Plot Purchase,4596388,5,No,Home,747427,Approved
53,Self-Employed,49020,770,317184,Yes,Renovation,3769034,25,Yes,Home,808128,Approved
24,Student,42730,856,369707,No,Renovation,2697985,6,Yes,Home,1258997,Approved
48,Self-Employed,33135,716,1114186,No,Plot Purchase,1941856,16,No,Home,291376,Rejected
40,Self-Employed,88758,552,314237,Yes,Renovation,4081944,16,Yes,Home,1445656,Partial
33,Self-Employed,52312,636,314524,No,Renovation,4519352,4,Yes,Home,1278143,Approved
21,Salaried,37178,580,1007987,Yes,Plot Purchase,1847439,22,No,Home,178979,Rejected
38,Salaried,49200,681,998375,No,Construction,3241981,19,Yes,Home,925463,Approved
59,Student,47851,900,926970,No,Plot Purchase,3114128,2,Yes,Home,1220410,Approved
37,Student,23313,845,529071,No,Plot Purchase,1672125,8,No,Home,583020,Approved
45,Business,23532,702,226730,Yes,Plot Purchase,4338560,4,Yes,Home,678521,Rejected
49,Business,37129,551,925544,Yes,Buy House,3559535,7,Yes,Home,29752,Rejected
50,Student,42380,632,600140,No,Construction,3007660,2,No,Home,573862,Rejected
41,Business,75591,848,206372,No,Plot Purchase,3365531,12,Yes,Home,1957990,Approved
46,Student,70955,548,443937,No,Plot Purchase,3626971,23,No,Home,1624599,Partial
31,Student,26219,717,1081409,No,Construction,1436991,25,Yes,Home,501954,Partial
46,Student,31146,651,298988,No,Buy House,3516535,4,No,Home,574606,Rejected
30,Student,27355,777,534539,Yes,Renovation,904172,15,Yes,Home,337484,Approved
60,Business,63584,673,423154,No,Construction,2993556,6,No,Home,1218337,Partial
44,Student,110764,646,181565,Yes,Renovation,1610519,11,Yes,Home,1578684,Partial
59,Self-Employed,73514,862,489686,No,Construction,4473127,9,Yes,Home,1687917,Approved
31,Salaried,38317,809,1019558,Yes,Buy House,3116013,3,No,Home,796937,Partial
59,Business,45046,822,471315,No,Plot Purchase,2750891,10,No,Home,875688,Approved
58,Student,69976,596,771513,Yes,Buy House,4270463,25,Yes,Home,1123257,Partial
59,Self-Employed,50967,847,270609,No,Construction,4050175,3,Yes,Home,1233200,Approved
42,Self-Employed,31637,555,548511,No,Plot Purchase,4167420,3,Yes,Home,691376,Partial
26,Student,23081,603,147718,Yes,Buy House,2213590,22,No,Home,2443,Rejected
41,Business,46215,865,806088,Yes,Construction,2324937,6,Yes,Home,917949,Approved
30,Student,49210,709,392227,Yes,Buy House,1809007,15,Yes,Home,806855,Partial
32,Self-Employed,145229,519,727572,No,Construction,1776279,22,No,Home,1776279,Partial
36,Business,33247,507,1027520,Yes,Plot Purchase,4106662,17,Yes,Home,433610,Partial
33,Student,135879,649,192782,No,Buy House,3497059,1,No,Home,2465616,Partial
39,Salaried,21364,511,664076,Yes,Buy House,1034571,21,No,Home,92213,Rejected
55,Salaried,72419,851,1118875,Yes,Buy House,2599299,17,No,Home,1074413,Partial
35,Student,26671,674,52700,Yes,Buy House,3236401,13,Yes,Home,346817,Rejected
32,Business,62183,823,113861,Yes,Plot Purchase,4347044,5,Yes,Home,1177849,Approved
38,Business,63628,817,603190,Yes,Plot Purchase,887490,25,No,Home,887490,Approved
29,Self-Employed,23748,562,159461,Yes,Renovation,2951670,18,No,Home,274201,Rejected
27,Salaried,49019,743,1183395,No,Buy House,4733896,7,Yes,Home,816377,Approved
45,Self-Employed,42728,782,934250,No,Construction,1144368,15,Yes,Home,1068976,Approved
23,Salaried,124742,785,388111,No,Buy House,4082561,15,Yes,Home,2161536,Approved
25,Self-Employed,26368,693,940380,Yes,Renovation,3214296,15,Yes,Home,414641,Partial
24,Salaried,63433,603,376338,No,Renovation,1670675,12,Yes,Home,933773,Approved
24,Business,53921,881,93809,Yes,Construction,3169517,1,No,Home,946229,Partial
52,Student,40863,718,341153,No,Renovation,2011377,18,No,Home,203660,Rejected
37,Self-Employed,20686,639,321955,Yes,Renovation,4174157,15,No,Home,425504,Rejected
47,Business,34821,650,992065,No,Construction,1916646,11,No,Home,297998,Rejected
33,Student,133505,640,467770,No,Buy House,4594333,5,No,Home,3237408,Partial
60,Business,27116,714,348664,No,Renovation,4515988,17,No,Home,699393,Rejected
32,Student,100429,868,434837,Yes,Construction,2861068,14,No,Home,1830960,Approved
60,Salaried,75788,502,38179,Yes,Plot Purchase,3792185,11,Yes,Home,1502202,Partial
40,Salaried,49794,716,956623,No,Plot Purchase,3343765,11,Yes,Home,1060073,Partial
30,Self-Employed,37442,825,351938,No,Renovation,1750936,23,No,Home,843873,Partial
23,Self-Employed,65494,622,61846,No,Construction,966569,15,Yes,Home,966569,Partial
42,Salaried,52258,579,649364,No,Renovation,3490214,5,Yes,Home,1362375,Approved
26,Student,76193,680,896061,Yes,Renovation,3150872,12,No,Home,54537,Rejected
36,Student,34186,635,980679,Yes,Renovation,889572,11,Yes,Home,123239,Rejected
45,Business,42016,649,723877,No,Construction,3669983,17,No,Home,579215,Rejected
33,Business,22729,892,197828,No,Buy House,1878152,17,Yes,Home,473092,Partial
25,Self-Employed,27764,740,40227,Yes,Buy House,2110667,24,No,Home,348619,Rejected
27,Salaried,24545,595,190195,Yes,Buy House,4432010,3,Yes,Home,405695,Rejected
41,Self-Employed,26465,847,410206,No,Construction,2351287,10,Yes,Home,648990,Approved
37,Self-Employed,68856,900,280068,Yes,Plot Purchase,2710216,7,Yes,Home,1393489,Approved
39,Business,29352,633,743012,Yes,Plot Purchase,3160966,17,Yes,Home,339887,Partial
43,Salaried,76795,687,955187,Yes,Plot Purchase,3832312,24,Yes,Home,1343133,Partial
41,Business,46573,664,649663,No,Renovation,2230701,11,Yes,Home,1033628,Partial
50,Student,132854,716,993901,No,Construction,4319836,5,Yes,Home,3504733,Partial
45,Self-Employed,20457,705,382345,Yes,Renovation,1595627,19,Yes,Home,176850,Rejected
33,Salaried,25187,710,1172025,No,Construction,4987063,8,Yes,Home,577829,Partial
52,Salaried,23473,541,1019712,No,Construction,2615327,5,Yes,Home,565793,Partial
31,Student,72416,877,275532,Yes,Plot Purchase,3931926,17,No,Home,1307985,Approved
25,Salaried,33664,642,509555,No,Plot Purchase,3658479,21,No,Home,337466,Rejected
57,Self-Employed,69969,705,542398,No,Buy House,3429493,19,No,Home,1107114,Partial
41,Salaried,35161,789,160352,No,Plot Purchase,2000270,13,Yes,Home,734501,Partial
36,Self-Employed,60723,680,1031987,Yes,Construction,3435434,9,No,Home,987248,Partial
59,Salaried,21984,770,1117863,No,Construction,891553,8,No,Home,330421,Partial
22,Salaried,74982,648,995048,Yes,Renovation,4525710,15,No,Home,825774,Partial
38,Self-Employed,64855,676,289558,No,Buy House,3539199,1,Yes,Home,1238632,Approved
45,Salaried,71179,623,704951,Yes,Plot Purchase,1130355,21,No,Home,130200,Rejected
25,Salaried,23350,692,512859,Yes,Plot Purchase,3636675,25,No,Home,516377,Rejected
46,Salaried,41031,898,345025,Yes,Renovation,1766779,7,No,Home,531182,Partial
56,Salaried,47619,843,108908,Yes,Renovation,1954885,8,Yes,Home,916027,Approved
46,Salaried,29490,686,890189,Yes,Buy House,2551848,2,Yes,Home,413530,Partial
26,Student,47165,527,339303,Yes,Plot Purchase,3939860,21,No,Home,519145,Partial
59,Student,30717,821,269912,No,Construction,4203181,15,Yes,Home,595715,Approved
27,Self-Employed,38684,797,469508,No,Buy House,2727786,12,No,Home,547687,Partial
21,Self-Employed,78193,664,834893,No,Renovation,4924529,15,No,Home,1384566,Partial
36,Salaried,78981,503,124916,Yes,Plot Purchase,4533439,9,Yes,Home,1558781,Partial
27,Salaried,41160,554,801862,Yes,Buy House,3295358,9,No,Home,275487,Rejected
50,Self-Employed,40863,895,83685,No,Buy House,1522219,6,Yes,Home,1144461,Partial
56,Student,43031,609,341482,Yes,Construction,1050803,3,No,Home,108114,Rejected
32,Salaried,21442,792,610492,No,Buy House,3081386,7,No,Home,351306,Partial
21,Salaried,77375,864,1044516,Yes,Plot Purchase,3853745,23,Yes,Home,1516339,Approved
51,Self-Employed,49550,671,1154070,Yes,Construction,2259305,11,No,Home,749136,Partial
39,Self-Employed,74631,893,1157219,No,Buy House,2923998,12,No,Home,1486189,Approved
50,Business,78240,731,740274,Yes,Renovation,1970389,20,No,Home,1181044,Partial
47,Salaried,85503,674,28473,No,Renovation,3609342,18,Yes,Home,1663591,Partial
44,Business,46848,674,756382,No,Renovation,4605526,23,Yes,Home,1255911,Approved
33,Salaried,66532,847,322735,Yes,Renovation,4206780,23,No,Home,1259742,Approved
27,Self-Employed,21019,627,409470,Yes,Construction,1797849,3,No,Home,5540,Rejected
59,Student,32285,655,1023360,Yes,Buy House,4994260,22,No,Home,496602,Rejected
45,Salaried,39238,810,1048251,Yes,Construction,1528371,13,Yes,Home,597526,Approved
36,Salaried,44544,678,1004150,Yes,Construction,2616597,11,No,Home,311127,Rejected
22,Business,25938,690,834068,Yes,Construction,2258935,9,Yes,Home,342917,Partial
